Time (seconds),Fraction of Read Requests
0,0
0.375439428,0.1266459181230548
0.750878856,0.11819262782401903
1.1263182840000001,0.10908654998801247
1.501757712,0.11004093426438719
1.87719714,0.10802990113334941
2.2526365680000002,0.1056457475163557
2.628075996,0.12154173563490187
3.003515424,0.1348102757482913
3.378954852,0.12582625118035884
3.75439428,0.11520302171860246
4.1298337080000005,0.23522675217590472
4.5052731360000005,0.5339269813000891
4.880712564,0.5277169948942377
5.256151992,0.6097781801720236
5.63159142,0.6084392014519057
6.007030848,0.6117772044316284
6.382470276,0.5959453088165959
6.757909704,0.568802781917536
7.133349132,0.6731305449936629
7.50878856,0.44337194337194336
7.884227988,0.6885588018659464
8.259667416000001,0.5186629526462395
8.635106844000001,0.6955960070463887
9.010546272000001,0.4180662732637313
9.3859857,0.634453781512605
9.761425128,0.44225412470537817
10.136864556,0.6838298394017408
10.512303984,0.6326414557861814
10.887743412,0.5290566037735849
11.26318284,0.5887096774193549
11.638622268,0.575825946817083
12.014061696,0.5146041506533435
12.389501124,0.6380174760063029
12.764940552,0.6484439548333792
13.14037998,0.45035083988943225
13.515819408,0.6123587038432554
13.891258836,0.7154425182481752
14.266698264,0.5892288081580624
14.642137692,0.1433774834437086
